"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"0.850","40","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","0.786","143.49","62","0.00","9","9","9","9","0.079","0.3348","0.0618","338.25","-2.553","-2.124","-2.917","-2.852","267.8","-657.1","19.86","0","0","0","0","0.0063","-11.3432","-11.3432","0.745","0.69","-0.654","-0.19","48.57","0.036","-0.3244","-0.85","100.00","0","0","138.60","0","0","0","0","0","0","0.0000","7367","0.0000","20.657","3.0000","174.81","1.0000","0","0","0","0","0","0.0000","0","0.87","0.87","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","63.34","63.34","53.30","53.30","14","-2.57","10.67","-16.7","28.00","1.000","-144.3","-0.97","100","21.403","22.614","36.70","37.74","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3328","3797","5075","5527","316.916","315.386","342.332","341.474","25.7247","25.947","25.8467","26.0151","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8788","99.8733","0.238","-0.048","0.199","-0.063","-0.02","-0.05","1.59","1.54","68.029","88.171","68.792","69.844","62.366","93.43","65.166","68.385","59.572","88.69","61.604","64.648","56.668","84.91","58.381","61.355","-0.200","-0.040","-0.1762","-0.1798","0","148.78","148.88","138.51","138.51","47","5"
"0.900","43","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","0.786","143.49","62","0.00","9","9","9","9","0.087","0.3457","0.0887","338.66","-2.292","-2.477","-3.003","-2.572","269.1","-659.1","19.90","0","0","0","0","0.0067","-11.3432","-11.3432","0.714","-0.77","-0.679","0.43","48.72","0.031","-0.3749","-1.23","100.00","0","0","139.13","0","0","0","0","0","0","0.0000","7396","0.0000","20.655","3.0000","175.37","0.0000","0","0","0","0","0","0.0000","0","0.92","0.92","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","62.23","62.23","56.16","56.16","14","0.17","16.67","-13.5","22.79","1.000","-144.4","-1.57","100","21.025","21.764","36.19","36.66","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4339","4187","4377","5204","314.303","314.868","343.406","341.953","25.7222","25.948","25.8453","26.0144","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8789","99.8734","0.266","-0.003","0.221","-0.068","-0.03","-0.05","1.67","1.58","68.014","88.174","68.783","69.840","62.319","93.33","65.149","68.363","59.528","88.59","61.588","64.627","56.627","84.82","58.365","61.335","-0.249","0.005","-0.1738","-0.1758","0","149.24","149.30","139.02","139.02","47","5"
"0.950","45","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","0.969","143.49","62","0.00","9","9","9","9","0.114","0.3242","0.0373","339.87","-2.332","-2.356","-2.707","-2.454","270.5","-661.2","19.95","0","0","0","0","0.0070","-11.3432","-11.3432","0.726","0.32","-0.634","1.27","48.88","0.046","-0.3836","-1.88","100.00","0","0","139.48","0","0","0","0","0","0","0.0000","7414","0.0000","20.654","3.0000","175.95","1.0000","0","0","0","0","0","0.0000","0","0.97","0.97","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","62.83","62.83","57.10","57.10","14","0.93","16.41","-12.9","22.95","1.000","-144.4","-1.89","100","21.484","22.076","33.96","35.18","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3642","4055","4840","5029","315.929","315.070","342.781","342.444","25.7197","25.949","25.8436","26.0136","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8790","99.8734","0.288","0.017","0.211","-0.034","-0.04","-0.05","1.66","1.53","67.998","88.179","68.772","69.835","62.277","93.23","65.132","68.340","59.488","88.50","61.572","64.605","56.589","84.73","58.350","61.315","-0.278","0.036","-0.1670","-0.1710","0","149.70","149.87","139.45","139.45","47","5"
"1.000","47","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","0.969","143.49","62","0.00","9","9","9","9","0.154","0.3228","-0.0661","341.57","-2.440","-2.267","-2.660","-2.611","271.9","-663.2","20.00","0","0","0","0","0.0074","-11.3432","-11.3432","0.708","-1.01","-0.605","-1.05","49.04","0.067","-0.3859","-2.19","100.00","0","0","140.11","0","0","0","0","0","0","0.0000","7448","0.0000","20.651","3.0000","176.53","0.0000","0","0","0","0","0","1.0000","0","1.02","1.02","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","65.30","65.30","56.72","56.72","14","1.78","17.20","-7.8","26.16","1.000","-144.5","-1.89","100","18.726","21.726","33.30","34.86","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","2945","4048","4591","4956","317.702","314.992","343.571","342.765","25.7167","25.949","25.8419","26.0128","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8790","99.8735","0.332","0.041","0.271","0.007","-0.05","-0.05","1.77","1.63","67.980","88.182","68.762","69.830","62.226","93.13","65.111","68.315","59.440","88.41","61.553","64.582","56.544","84.64","58.333","61.293","-0.292","0.035","-0.1645","-0.1694","0","150.07","150.33","140.03","140.03","47","5"
"1.050","50","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","0.969","143.49","62","0.00","9","9","9","9","0.163","0.3229","-0.1698","343.53","-2.219","-2.189","-2.470","-2.519","273.2","-665.2","20.05","0","0","0","0","0.0077","-11.3432","-11.3432","0.607","-2.55","-0.719","-2.79","49.19","0.083","-0.4041","-2.19","100.00","0","0","140.64","0","0","0","0","0","0","0.0000","7476","0.0000","20.650","3.0000","177.06","1.0000","0","0","0","0","0","1.0000","0","1.07","1.07","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","66.99","66.99","59.75","59.75","14","2.40","15.45","-3.4","26.09","1.000","-144.5","-1.24","100","16.921","19.947","31.68","32.83","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3088","3950","4258","4795","317.311","315.416","344.492","343.203","25.7137","25.949","25.8402","26.0119","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8791","99.8736","0.319","0.029","0.309","0.046","-0.08","-0.07","1.87","1.74","67.960","88.184","68.751","69.825","62.172","93.02","65.090","68.289","59.389","88.31","61.533","64.557","56.496","84.54","58.314","61.270","-0.252","-0.020","-0.1590","-0.1627","0","150.48","150.69","140.56","140.56","47","5"
"1.100","52","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.110","143.49","62","0.00","9","9","9","9","0.145","0.3430","-0.0609","343.02","-2.183","-2.314","-2.273","-2.399","274.6","-667.3","20.10","0","0","0","0","0.0081","-11.3432","-11.3432","0.557","0.87","-0.864","-1.88","49.34","0.094","-0.4225","-1.70","100.00","0","0","141.21","0","0","0","0","0","0","0.0000","7506","0.0000","20.648","3.0000","177.61","0.0000","0","0","0","0","0","1.0000","0","1.12","1.12","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","63.50","63.50","62.67","62.67","14","-0.86","12.53","-2.8","22.94","1.000","-144.6","-0.32","100","19.779","21.145","29.67","29.76","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4313","3796","4564","4509","314.553","315.402","343.805","344.002","25.7111","25.950","25.8382","26.0107","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8792","99.8736","0.237","-0.034","0.296","0.050","-0.05","-0.04","1.95","1.81","67.945","88.187","68.739","69.817","62.126","92.92","65.068","68.258","59.346","88.21","61.512","64.528","56.456","84.45","58.296","61.243","-0.159","-0.095","-0.1532","-0.1533","0","151.15","151.29","141.18","141.18","47","5"
"1.150","55","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.110","143.49","62","0.00","9","9","9","9","0.119","0.2947","0.1254","339.86","-2.253","-2.392","-2.598","-2.555","276.0","-669.3","20.15","0","0","0","0","0.0085","-11.3432","-11.3432","0.645","2.46","-0.823","2.12","49.50","0.086","-0.3696","-1.05","100.00","0","0","141.26","0","0","0","0","0","0","0.0000","7509","0.0000","20.647","3.0000","178.19","1.0000","0","0","0","0","0","1.0000","0","1.17","1.17","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","61.56","61.56","59.40","59.40","14","-2.59","13.74","-10.2","25.75","1.000","-144.6","-0.32","100","22.097","21.630","32.77","34.02","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4219","4235","4669","4921","314.459","314.399","343.386","342.634","25.7089","25.951","25.8366","26.0099","324.999988000","324.999988000","354.999989000","354.999989000","99.8264","99.9466","99.8792","99.8737","0.218","-0.052","0.229","0.004","-0.04","-0.04","1.58","1.55","67.930","88.190","68.728","69.812","62.086","92.82","65.049","68.235","59.308","88.12","61.495","64.507","56.420","84.37","58.280","61.224","-0.146","-0.095","-0.1635","-0.1677","0","151.75","151.83","141.16","141.16","47","5"
"1.200","57","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.110","143.49","62","0.00","9","9","9","9","0.104","0.3358","0.0276","339.33","-2.504","-2.285","-2.601","-2.674","277.4","-671.3","20.19","0","0","0","0","0.0088","-11.3432","-11.3432","0.737","0.36","-0.749","0.61","49.66","0.070","-0.3047","-0.65","100.00","0","0","141.38","0","0","0","0","0","0","0.0000","7515","0.0000","20.645","3.0000","178.72","0.0000","0","0","0","0","0","1.0000","0","1.22","1.22","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","65.35","65.35","53.97","53.97","14","-2.59","9.15","-13.9","31.19","1.000","-144.7","-0.32","100","19.771","21.233","35.74","36.85","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3358","3330","5349","5666","316.693","316.620","341.437","340.819","25.7062","25.951","25.8353","26.0094","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8793","99.8738","0.233","-0.064","0.211","-0.015","-0.05","-0.04","1.46","1.44","67.913","88.192","68.721","69.808","62.034","92.72","65.031","68.213","59.259","88.02","61.478","64.486","56.374","84.27","58.265","61.204","-0.157","-0.097","-0.1740","-0.1776","0","152.09","152.18","141.38","141.38","47","5"
"1.250","60","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.251","143.49","62","0.00","9","9","9","9","0.090","0.3129","-0.1058","341.54","-2.043","-2.332","-2.870","-2.787","278.8","-673.4","20.24","0","0","0","0","0.0092","-11.3432","-11.3432","0.637","-3.10","-0.750","-0.67","49.80","0.050","-0.3577","-0.54","100.00","0","0","142.18","0","0","0","0","0","0","0.0000","7557","0.0000","20.643","3.0000","179.26","1.0000","0","0","0","0","0","1.0000","0","1.27","1.27","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","66.71","66.71","57.85","57.85","14","-0.57","8.98","-14.0","21.80","1.000","-144.8","-0.32","100","18.587","19.315","34.21","36.45","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3417","3390","4785","4719","316.726","316.664","343.088","343.287","25.7032","25.951","25.8336","26.0086","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8794","99.8739","0.223","-0.075","0.213","-0.069","-0.04","-0.04","1.67","1.61","67.895","88.192","68.710","69.804","61.983","92.62","65.010","68.190","59.211","87.93","61.458","64.464","56.330","84.18","58.246","61.184","-0.163","-0.106","-0.1675","-0.1744","0","152.47","152.51","142.09","142.09","47","5"
"1.300","62","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.251","143.49","62","0.00","9","9","9","9","0.068","0.2925","-0.0377","342.38","-2.133","-2.097","-2.561","-2.874","280.2","-675.5","20.28","0","0","0","0","0.0095","-11.3432","-11.3432","0.494","-1.78","-0.725","0.53","49.95","0.039","-0.4374","-0.41","100.00","0","0","142.77","0","0","0","0","0","0","0.0000","7589","0.0000","20.641","3.0000","179.81","0.0000","0","0","0","0","0","1.0000","0","1.32","1.32","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","63.88","63.88","62.59","62.59","14","-5.26","7.16","-10.2","19.27","1.000","-144.8","0.00","100","19.553","19.893","31.43","32.47","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4380","3831","4028","4294","314.397","315.082","344.818","344.113","25.7005","25.951","25.8318","26.0076","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8795","99.8739","0.163","-0.114","0.186","-0.081","-0.05","-0.06","1.74","1.72","67.879","88.193","68.698","69.797","61.934","92.52","64.986","68.160","59.164","87.83","61.435","64.437","56.286","84.09","58.226","61.158","-0.131","-0.128","-0.1584","-0.1616","0","152.97","153.03","142.66","142.66","47","5"
"1.350","65","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.251","143.49","62","0.00","9","9","9","9","0.028","0.3098","0.0356","340.81","-2.177","-2.346","-2.466","-2.326","281.6","-677.5","20.32","0","0","0","0","0.0099","-11.3432","-11.3432","0.515","1.87","-0.679","1.20","50.10","0.034","-0.4231","-0.08","100.00","0","0","143.02","0","0","0","0","0","0","0.0000","7603","0.0000","20.639","3.0000","180.32","1.0000","0","0","0","0","0","1.0000","0","1.37","1.37","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","61.48","61.48","62.07","62.07","14","-9.46","7.17","-12.9","18.86","1.000","-144.8","0.97","100","21.975","21.560","30.74","31.77","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4328","4329","4480","5100","314.156","314.407","343.834","342.470","25.6984","25.951","25.8301","26.0067","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8795","99.8740","0.102","-0.158","0.152","-0.073","-0.04","-0.06","1.64","1.66","67.865","88.196","68.688","69.791","61.888","92.42","64.961","68.132","59.120","87.74","61.413","64.411","56.245","84.00","58.205","61.135","-0.054","-0.187","-0.1568","-0.1603","0","153.57","153.56","143.01","143.01","47","5"
"1.400","67","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.389","143.49","62","0.00","9","9","9","9","-0.013","0.3097","0.0771","338.59","-2.146","-2.031","-2.526","-2.650","283.0","-679.6","20.37","0","0","0","0","0.0102","-11.3432","-11.3432","0.650","2.90","-0.635","0.75","50.25","0.022","-0.3407","0.81","100.00","0","0","143.27","0","0","0","0","0","0","0.0000","7615","0.0000","20.637","3.0000","180.88","0.0000","0","0","0","0","0","1.0000","0","1.42","1.42","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","61.63","61.63","56.41","56.41","14","-11.55","0.42","-18.7","21.34","1.000","-144.9","1.62","100","22.825","22.372","34.64","34.87","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","3992","3918","5119","5409","315.056","315.155","342.137","341.708","25.6961","25.952","25.8286","26.0059","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8796","99.8740","0.044","-0.226","0.117","-0.117","-0.05","-0.03","1.50","1.49","67.850","88.198","68.679","69.787","61.842","92.33","64.942","68.108","59.077","87.66","61.395","64.389","56.205","83.92","58.190","61.114","0.015","-0.249","-0.1701","-0.1705","0","154.09","154.06","143.22","143.22","47","5"
"1.450","70","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.389","143.49","62","0.00","9","9","9","9","-0.082","0.3034","0.0919","337.27","-2.150","-2.398","-2.630","-2.894","284.5","-681.7","20.42","0","0","0","0","0.0106","-11.3432","-11.3432","0.735","0.74","-0.603","0.80","50.40","-0.006","-0.3114","1.72","100.00","0","0","143.61","0","0","0","0","0","0","0.0000","7634","0.0000","20.636","3.0000","181.42","1.0000","0","0","0","0","0","1.0000","0","1.47","1.47","143.49","37.98","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","61.87","61.87","53.96","53.96","14","-16.49","-1.60","-23.2","19.61","1.000","-144.9","2.59","100","22.732","21.621","37.76","37.90","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4146","3931","5244","5417","314.600","315.433","341.915","341.503","25.6937","25.952","25.8273","26.0054","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8797","99.8741","-0.032","-0.308","0.082","-0.180","-0.04","-0.04","1.37","1.49","67.835","88.199","68.671","69.784","61.790","92.23","64.923","68.087","59.028","87.56","61.377","64.369","56.160","83.83","58.173","61.095","0.089","-0.328","-0.1804","-0.1809","0","154.54","154.40","143.54","143.54","47","5"
"1.500","72","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","1.389","143.49","62","0.00","9","9","9","9","-0.142","0.2942","0.0808","337.56","-2.224","-2.225","-2.640","-2.891","285.8","-683.7","20.46","0","0","0","0","0.0110","-11.3432","-11.3432","0.746","-0.37","-0.558","1.48","50.54","-0.045","-0.3417","2.58","100.00","0","0","144.00","0","0","0","0","0","0","0.0000","7655","0.0000","20.634","3.0000","181.93","0.0000","0","0","0","0","0","0.0000","0","1.52","1.52","143.49","37.98","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","61.93","61.93","54.39","54.39","14","-20.21","-4.04","-28.6","12.52","1.000","-145.0","2.59","100","23.281","21.322","38.27","37.57","0.0000","1","100.00","0.0000","0.0000","0.0000","0.0000","4359","3559","5242","5045","314.174","316.224","341.714","342.378","25.6915","25.952","25.8261","26.0047","324.999988000","324.999988000","354.999989000","354.999989000","99.8265","99.9466","99.8797","99.8742","-0.071","-0.348","0.010","-0.259","-0.04","-0.04","1.38","1.50","67.822","88.200","68.663","69.779","61.741","92.13","64.904","68.064","58.982","87.47","61.359","64.347","56.117","83.75","58.157","61.075","0.099","-0.337","-0.1822","-0.1795","0","154.97","154.73","143.93","143.93","47","5"
